framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1768.34	2033.98	1768.34	0.0002	24.8	98.2	100	100	90	17.44	129.5	43.17	0	1324.02	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6717	2.32	158642	51430	1	100	3.08	5497	104	1933.76	2290.05	1933.76	0.0001	7.4	97.2	100	100	90	17.65	124.4	41.47	0	1317.91	0	-0.001	13	764	424	88	631.62	27036.12
astro	True	1382	2.17	11475	3814	1	100	3.01	2290	110	1207.42	1507.42	1207.42	0.0001	0	100	100	100	90	15.18	124.5	41.5	0	1354.87	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	935	2.19	32881	9964	1	98.43	3.3	1020	105	1494.71	1700.95	1494.71	0.0001	4.2	99	100	100	90	22.43	104.3	34.77	0	1316.23	0	-0.001	13	713	452	91	678.96	24340.98
jquery	True	1158	2.26	100009	34722	1	99.5	2.88	1032	107	1849.91	2023.27	1849.91	0.1459	0	92	100	99.2	90	17.66	119.3	39.77	0	1323.86	0	-0.006	3	481	287	45	87.4	18604.14
lit	True	725	2.21	59808	15719	1	98.81	3.8	1022	105	1547.2	1852.49	1547.2	0.055	0.6	99	96	100	90	17.62	119.4	39.8	0	1313.02	0	0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	27.34	183.8	48.88	0	1321.17	39.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	723	2.18	27622	10088	1	100	2.74	1022	105	1361.57	1671.26	1361.57	0.0001	0	99.6	100	100	90	17.91	109.4	19.07	0	1324.05	0	-0.001	12	776	461	101	585.8	25344.18
qwik	True	1216	2.25	91158	34628	13	100	2.63	1031	107	1401.9	2125.31	1401.9	0.6022	0	84	96	100	90	15.51	129.4	43.13	0	1324.39	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1267	2.31	158538	50256	1	100	3.15	1023	105	1945.47	2251.51	1945.47	0.0001	50.7	96.2	100	100	90	19.84	124.5	41.5	0	1316.7	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	1090	2.18	26458	9243	1	100	2.86	1023	105	1389.64	1543.47	1389.64	0.0001	0	99.8	100	100	90	15.61	114.5	14.39	0	1306.87	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	3003	2.27	117668	38610	11	68.6	3.05	1727	121	1671.13	2089.21	1769.69	0	0	98	100	96	90	21.45	84.6	28.2	0	1307.5	0	0	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1263.45	1548.67	1263.45	0.1461	0	94	100	96	90	17.71	119.5	39.83	0	1314.24	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	633	2.17	17211	5999	1	96.97	2.87	1023	105	1209.62	1392.03	1209.62	0.0001	0	100	100	100	90	16.01	129.5	43.17	0	1326.38	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1330	2.23	76585	29349	1	100	2.61	1023	104	1660.38	1858.57	1660.38	0.0001	0	99	100	100	90	17.92	124.4	41.47	0	1316.41	0	-0.001	11	677	217	57	686.46	10853.47
