framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1764.76	2025.64	1764.76	0.0002	28.4	98.2	100	100	90	16.41	109.4	36.47	0	1019.73	0	-0.021	3	444	299	68	83.56	13776.09
angular	True	6299	2.36	193581	61947	3	90.45	3.12	5507	104	1761.73	2258.55	1761.73	0.0001	11.2	97.4	100	100	90	13.77	64.8	21.6	0	1018.31	0	-0.008	13	859	484	89	616.31	29894.72
astro	True	1381	2.17	11475	3814	1	100	3.01	2292	112	1181.68	1511.68	1181.68	0.0001	0	100	100	100	90	12.85	49.8	16.6	0	1009.32	0	-0.007	4	546	372	73	159.38	18153.98
jquery	True	1124	2.26	100009	34722	1	99.5	2.88	1032	107	1824.17	2026.05	1824.17	0.1459	0	92	100	99.2	90	12.66	64.7	21.57	0	1017.56	0	-0.017	3	481	287	45	87.4	18604.14
lit	True	719	2.21	59808	15719	1	98.81	3.8	1023	105	1554.58	1822.59	1554.58	0.055	2.2	99	96	100	90	12.46	79.8	26.6	0	1003.08	0	-0.005	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	15.29	84.2	43.49	0	1013.18	34.9	-0.004	4	321	234	67	154.88	17543.75
preact	True	713	2.18	27622	10088	1	100	2.74	1023	105	1365.65	1675.27	1365.65	0.0001	0	99.4	100	100	90	17.44	59.7	10.78	0	1013.41	0	-0.01	12	776	461	101	585.8	25344.18
qwik	True	1198	2.25	91158	34628	13	100	2.63	1032	107	1419.64	2131.88	1419.64	0.8033	0	79	96	100	90	13.74	49.8	16.6	0	1017.79	0	-0.007	16	754	415	83	861.8	26425.59
react	True	1265	2.31	158538	50256	1	100	3.15	1023	105	1919.9	2224.86	1919.9	0.0002	37	96.8	100	100	90	13.39	69.7	23.23	0	1016.58	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1074	2.18	26458	9243	1	100	2.86	1023	105	1360.97	1544.96	1360.97	0.0001	0	100	100	100	90	12.84	59.8	19.93	0	1001.21	0	-0.01	12	786	458	98	581.44	26202.05
svelte	True	2871	2.27	117670	38612	11	68.6	3.05	1689	120	1670.23	2058.45	1670.23	0	0	98.4	100	96	90	13.2	54.8	18.27	0	1000	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.18	1547.3	1247.18	0.146	0	94	100	96	90	16.16	119.5	39.83	0	1006.95	0	-0.015	3	560	426	74	71.69	20768.9
vanjs	True	648	2.17	17211	5999	1	96.97	2.87	1023	105	1210.51	1392.97	1210.51	0.0001	0	100	100	100	90	13.99	39.8	13.27	0	1006.22	0	-0.002	3	743	388	76	74.17	22895.14
vue	True	1286	2.23	76585	29349	1	100	2.61	1022	105	1658.5	1853.15	1658.5	0.0001	0	99	100	100	90	13.2	69.8	23.27	0	1010.45	0	-0.008	11	677	217	57	686.46	10853.47
