framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1774.38	2031.75	1774.38	0.0002	29.8	98.2	100	100	90	14.7	89.7	29.9	0	1045.6	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	6968	2.4	235945	71051	1	92.17	3.32	5707	104	1803.57	2472.75	1803.57	0.0001	17.4	96	100	100	90	13.78	114.4	19.9	0	1003.09	0	-0.008	13	888	489	89	604.48	30872.93
jquery	True	1130	2.26	100009	34722	1	99.5	2.88	1558	118	1844.76	2019.94	1844.76	0.1459	0	92	100	99.2	90	14.51	104.7	34.9	0	1030.32	0	-0.012	3	481	287	45	87.4	18604.14
lit	True	708	2.21	59808	15719	1	98.81	3.8	1578	118	1545.19	1848.99	1545.19	0.055	1.2	99	96	100	90	14.31	99.6	33.2	0	1008.82	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	21.98	159.2	46.83	0	1020.8	44.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	710	2.18	27622	10088	1	100	2.74	1024	104	1361.44	1640.47	1361.44	0.0001	0	99.8	100	100	90	13.31	54.8	18.27	0	1027.16	0	-0.01	12	776	461	101	585.8	25344.18
qwik	True	1218	2.25	91158	34628	13	100	2.63	1559	119	1432.51	2126.73	1432.51	1.0092	0	74	96	100	90	15.35	69.8	23.27	0	1035.9	0	-0.008	16	754	415	83	861.8	26425.59
react	True	1278	2.31	158538	50256	1	100	3.15	1023	105	1937.35	2241.23	1937.35	0.0002	66.2	95.6	100	100	90	17.18	44.9	14.97	0	1022.59	0	-0.026	13	762	438	90	634.69	24213.69
solid	True	1108	2.18	26458	9243	1	100	2.86	1565	118	1390.54	1545.11	1390.54	0.0001	0	99.6	100	100	90	13.43	99.6	33.2	0	1021.66	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	2960	2.27	117670	38610	11	68.6	3.05	1026	104	1667.93	2088.53	1667.93	0	1.9	98.2	100	96	90	14.69	44.7	14.9	0	987.61	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1302.45	1547.8	1302.45	0.146	0	94	100	96	90	17.14	84.6	28.2	0	1023.93	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	632	2.17	17211	5999	1	96.97	2.87	1023	104	1211.27	1394.7	1211.27	0.0001	0	100	100	100	90	14.67	74.6	24.87	0	1022.73	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1300	2.23	76585	29349	1	100	2.61	1568	120	1628.04	1853.47	1628.04	0.0001	0	99	100	100	90	13.53	124.4	41.47	0	1014.29	0	-0.009	11	677	217	57	686.46	10853.47
