framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1662.41	2017.82	1662.41	0.0002	29.4	98.4	100	100	90	13	64.7	21.57	0	992.09	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	7003	2.4	235945	71051	1	92.17	3.32	5904	104	1803.52	2447.69	1803.52	0.0001	22.4	96.2	100	100	90	14.71	89.6	15.77	0	981.05	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1141	2.26	100009	34722	1	99.5	2.88	1570	119	1829.03	2029.34	1829.03	0.1459	0.1	92	100	99.2	90	15.05	109.3	36.43	0	987.13	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	726	2.21	59808	15719	1	98.81	3.8	1583	118	1546.39	1851.39	1546.39	0.055	1.4	99	96	100	90	18.47	64.6	21.53	0	993.27	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	24	164.2	49.33	0	973.96	34.8	-0.004	4	321	234	67	154.88	17543.75
preact	True	726	2.18	27622	10088	1	100	2.74	1025	104	1365.47	1676.8	1365.47	0.0001	0	99.4	100	100	90	12.77	109.6	36.53	0	978.34	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1245	2.25	91158	34628	13	100	2.63	1571	118	1387.64	2126.23	1387.64	1.0091	0	74	96	100	90	13.45	64.8	21.6	0	998.08	0	-0.01	16	754	415	83	861.8	26425.59
react	True	1267	2.31	158538	50256	1	100	3.15	1023	105	1958.19	2262.28	1958.19	0.0002	44.2	96.2	100	100	90	14.43	69.6	23.2	0	996.7	0	-0.011	13	762	438	90	634.69	24213.69
solid	True	1123	2.18	26458	9243	1	100	2.86	1569	118	1333.57	1548.75	1333.57	0.0001	0	99.4	100	100	90	15.21	114.6	38.2	0	976.85	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2916	2.27	117668	38607	11	68.6	3.05	1029	105	1668.77	2095.9	1668.77	0	0.2	98.2	100	96	90	13.41	69.7	23.23	0	963.04	0	-0.006	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.79	1543.72	1247.79	0.146	0	94	100	96	90	12.35	114.5	38.17	0	974.11	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	635	2.17	17211	5999	1	96.97	2.87	1024	104	1209.72	1391.78	1209.72	0.0001	0	100	100	100	90	12.64	119.6	39.87	0	974.61	0	-0.002	3	743	388	76	74.17	22895.14
vue	True	1308	2.23	76585	29349	1	100	2.61	1561	117	1657.11	1852.26	1657.11	0.0001	0	99	100	100	90	14.05	79.6	26.53	0	991.71	0	-0.006	11	677	217	57	686.46	10853.47
