framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1765.14	2019.95	1765.14	0.0001	23.6	98.2	100	100	90	18.5	129.3	43.1	0	1334.04	0	-0.011	3	444	299	68	83.56	13776.09
angular	True	6088	2.32	158642	51430	1	100	3.08	5113	104	1955.5	2308.85	1955.5	0.0001	2.4	97	100	100	90	19.46	109.5	19.08	0	1385.32	0	-0.002	13	764	424	88	631.62	27036.12
astro	True	1293	2.17	11475	3814	1	100	3.01	2110	109	1178.07	1508.07	1178.07	0.0001	0	100	100	100	90	18.14	124.5	41.5	0	1365.82	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	915	2.19	32881	9964	1	98.43	3.3	1020	105	1541.18	1696.87	1541.18	0.0001	1.6	99	100	100	90	18.94	119.5	39.83	0	1372.31	0	-0.01	13	713	452	91	678.96	24340.98
jquery	True	1088	2.26	100009	34722	1	99.5	2.88	1031	107	1831.61	2019.72	1831.61	0.1459	0	92	100	99.2	90	17.26	109.6	19.1	0	1332.46	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	692	2.21	59808	15719	1	98.81	3.8	1022	105	1542.01	1845.71	1542.01	0.055	1.6	99	96	100	90	17.31	129.5	43.17	0	1383.16	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1279.5	1687.45	1279.5	0.0001	0	99.8	100	100	100	18.84	139.4	46.47	0	1363.76	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	1932	2.3	148231	46596	1	100	3.18	1021	105	1997.55	2266.72	1997.55	0.0002	0	97	100	100	90	18.61	104.5	34.83	0	1334.69	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	690	2.18	27622	10088	1	100	2.74	1022	105	1358.25	1632.37	1358.25	0.0001	0	99.8	100	100	90	18.69	104.6	18.27	0	1315.27	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1153	2.25	91158	34628	13	100	2.63	1029	106	1431.81	2123.08	1431.81	0.8039	0	79	96	100	90	17.01	89.6	29.87	0	1341.86	0	-0.006	16	754	415	83	861.8	26425.59
react	True	1173	2.31	158538	50256	1	100	3.15	1022	105	1951.44	2257.17	1951.44	0.0001	65.6	95.6	100	100	90	18.06	134.5	23.25	0	1356.07	0	-0.003	13	762	438	90	634.69	24213.69
solid	True	1036	2.18	26458	9243	1	100	2.86	1022	105	1387.88	1549.83	1387.88	0.0001	0	99.4	100	100	90	17.43	104.6	34.87	0	1314.42	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2752	2.27	117668	38607	11	68.6	3.05	1651	120	1665.18	2069.98	1665.18	0	0	98.4	100	96	90	25.47	109.5	36.5	0	1326.34	0	0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1246.82	1535.09	1246.82	0.146	0	94	100	96	90	19.27	119.6	39.87	0	1337.96	0	-0.009	3	560	426	74	71.69	20768.9
vanjs	True	602	2.17	17211	5999	1	96.97	2.87	1022	105	1215.25	1400.27	1215.25	0.0001	0	100	100	100	90	16.88	119.4	39.8	0	1318.92	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1248	2.23	76585	29349	1	100	2.61	1022	104	1660.02	1854.63	1660.02	0.0001	0	99	100	100	90	16.65	104.1	18.18	0	1357.52	0	-0.004	11	677	217	57	686.46	10853.47
