framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1665.69	2024.15	1665.69	0.0002	30.2	98.4	100	100	90	18.29	124.1	41.37	0	1378.83	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	6472	2.32	158642	51430	1	100	3.08	5487	104	1942.85	2291.68	1942.85	0.0001	4.2	97.2	100	100	90	23.85	114.3	38.1	0	1388.95	0	-0.002	13	764	424	88	631.62	27036.12
astro	True	1398	2.17	11475	3814	1	100	3.01	2289	109	1207.17	1507.17	1207.17	0	0	100	100	100	90	19.17	74.6	13.27	0	1387.14	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	948	2.19	32881	9964	1	98.43	3.3	1020	105	1480.43	1695.24	1480.43	0.0001	3.8	99	100	100	90	17.35	99.4	33.13	0	1373.26	0	-0.014	13	713	452	91	678.96	24340.98
jquery	True	1143	2.26	100009	34722	1	99.5	2.88	1034	107	1844.09	2017.63	1844.09	0.1459	0	92	100	99.2	90	18.43	134.3	44.77	0	1373.29	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	742	2.21	59808	15719	1	98.81	3.8	1023	105	1547.63	1853.25	1547.63	0.055	0.8	99	96	100	90	19.68	159	53	0	1365.92	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	27.74	183.1	50.09	0	1374.98	39.7	0.001	4	321	234	67	154.88	17543.75
preact	True	746	2.18	27622	10088	1	100	2.74	1022	105	1358.71	1663.06	1358.71	0.0001	0	99.8	100	100	90	14.08	129.4	22.4	0	1365.8	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1231	2.25	91158	34628	13	100	2.63	1031	107	1432.28	2125.2	1432.28	1.0072	0	74	96	100	90	19.68	114.5	19.92	0	1394.27	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1248	2.31	158538	50256	1	100	3.15	1023	105	1941.41	2247.32	1941.41	0.0002	31	96.8	100	100	90	18.17	99.5	33.17	0	1388.32	0	-0.004	13	762	438	90	634.69	24213.69
solid	True	1094	2.18	26458	9243	1	100	2.86	1022	104	1391.06	1545.78	1391.06	0.0001	0	99.6	100	100	90	15.66	134.3	44.77	0	1369.47	0	-0.004	12	786	458	98	581.44	26202.05
svelte	True	2878	2.27	117670	38612	11	68.6	3.05	1712	121	1677.58	2094.84	1677.58	0	0	98	100	96	90	18.03	119.4	39.8	0	1351.49	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.55	1545.81	1249.55	0.146	0	94	100	96	90	15.58	124.4	41.47	0	1382.18	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	641	2.17	17211	5999	1	96.97	2.87	1024	104	1210.87	1393.9	1210.87	0.0001	0	100	100	100	90	18.61	134.4	23.23	0	1365.43	0	0.003	3	743	388	76	74.17	22895.14
vue	True	1306	2.23	76585	29349	1	100	2.61	1022	104	1659.74	1858.02	1659.74	0.0001	0	99	100	100	90	13.75	119.3	20.72	0	1379.27	0	-0.004	11	677	217	57	686.46	10853.47
