framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1762.97	2018.67	1762.97	0.0002	24.2	98.2	100	100	90	17.09	54.7	18.23	0	992.76	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	13974	2.39	222256	67534	2	91.68	3.29	10863	258	1955.11	2484.07	1955.11	0.0001	26.4	96	100	100	90	17.4	104.5	18.25	0	985.14	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1242	2.26	100009	34722	1	99.5	2.88	1636	119	1842.46	2014.88	1842.46	0.1459	0	92	100	99.2	90	16.13	54.8	18.27	0	985.68	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	746	2.21	60102	15752	1	98.82	3.82	1654	117	1544.37	1848.46	1544.37	0.055	0.8	99	96	100	90	16.66	64.7	21.57	0	979.42	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1280.95	1703.29	1280.95	0.0001	0	99.8	100	100	100	18.25	89.5	29.83	0	985.01	0	-0.006	4	321	234	67	154.88	17543.75
preact	True	751	2.18	27622	10088	1	100	2.74	1024	104	1364.88	1646.12	1364.88	0.0001	0	99.6	100	100	90	16.87	59.6	10.77	0	982.12	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1357	2.25	91158	34628	13	100	2.63	1616	118	1432.49	2125.87	1432.49	0.8166	0	78.8	96	100	90	17.73	54.8	18.27	0	979.17	0	-0.006	16	754	414	83	862.46	26425.59
react	True	1334	2.31	158538	50256	1	100	3.15	1023	105	1944.45	2250.58	1944.45	0.0002	61.4	95.8	100	100	90	18.2	44.9	14.97	0	983.86	0	-0.009	13	762	438	90	634.69	24213.69
solid	True	1118	2.18	26458	9243	1	100	2.86	1590	118	1390.06	1544.39	1390.06	0.0001	0	99.8	100	100	90	16.61	79.7	26.57	0	984.66	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3136	2.27	117668	38608	11	68.6	3.05	1032	105	1668.28	2056.86	1668.28	0	1	98.4	100	96	90	18.05	69.7	23.23	0	960.32	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.06	1537.74	1243.06	0.146	0	94	100	96	90	14.54	49.8	16.6	0	985.89	0	-0.02	3	560	426	74	71.69	20768.9
vanjs	True	660	2.17	17211	5999	1	96.97	2.87	1024	104	1210.38	1391.78	1210.38	0.0001	0	100	100	100	90	18.26	129.5	43.17	0	977.75	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1368	2.23	76585	29349	1	100	2.61	1649	119	1658.11	1851.96	1658.11	0.0001	0	99	100	100	90	16.07	59.7	19.9	0	985.54	0	-0.005	11	677	217	57	686.46	10853.47
