framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1757.64	2014.51	1757.64	0.0002	29.8	98.2	100	100	90	18.19	99.5	33.17	0	1319.84	0	-0.01	3	444	299	68	83.56	13776.09
angular	True	6358	2.32	158642	51430	1	100	3.08	5495	104	1936.38	2292.57	1936.38	0.0001	3.8	97	100	100	90	17.61	119.4	14.38	0	1357.93	0	-0.001	13	764	424	88	631.62	27036.12
astro	True	1341	2.17	11475	3814	1	100	3.01	2284	108	1209.5	1509.5	1209.5	0.0001	0	100	100	100	90	15.33	129.4	43.13	0	1321.75	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	955	2.19	32881	9964	1	98.43	3.3	1021	105	1541.09	1695.53	1541.09	0.0001	3.4	99	100	100	90	21.71	119.5	39.83	0	1319.93	0	-0.003	13	713	452	91	678.96	24340.98
jquery	True	1143	2.26	100009	34722	1	99.5	2.88	1034	107	1837.74	2018.11	1837.74	0.1459	0	92	100	99.2	90	18.29	124.5	21.58	0	1313.8	0	-0.007	3	481	287	45	87.4	18604.14
lit	True	737	2.21	59808	15719	1	98.81	3.8	1023	105	1549.91	1857.07	1549.91	0.055	1.4	99	96	100	90	16	94.7	31.57	0	1319.37	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1212.28	1693.79	1212.28	0.0001	0	100	100	100	100	18.34	119.3	39.77	0	1314.3	0	-0.001	4	321	234	67	154.88	17543.75
octane	True	2031	2.3	148231	46596	1	100	3.18	1022	105	1965.57	2261.66	1965.57	0.0002	0	97	100	100	90	18	124.4	41.47	0	1327.77	0	-0.003	12	741	421	89	579.82	24098.68
preact	True	706	2.18	27622	10088	1	100	2.74	1022	105	1363.14	1641.72	1363.14	0.0001	0	99.6	100	100	90	18.45	124.5	21.58	0	1370.11	0	-0.002	12	776	461	101	585.8	25344.18
qwik	True	1224	2.25	91158	34628	13	100	2.63	1030	107	1416.72	2123.07	1416.72	0.6015	0	84	96	100	90	18.13	129.5	43.17	0	1321.11	0	-0.002	16	754	415	83	861.8	26425.59
react	True	1221	2.31	158538	50256	1	100	3.15	1022	105	1945.55	2251.13	1945.55	0.0001	57.7	95.8	100	100	90	17.58	124.4	41.47	0	1313.23	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1086	2.18	26458	9243	1	100	2.86	1022	105	1362.11	1548.06	1362.11	0.0001	0	99.4	100	100	90	17.99	134.4	23.23	0	1318.87	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	2866	2.27	117668	38612	11	68.6	3.05	1675	120	1668.55	2087.36	1668.55	0	5.6	98.2	100	96	90	19.96	124.5	41.5	0	1309.6	0	-0.001	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.05	1555.53	1248.05	0.146	0	94	100	96	90	17.53	119.5	39.83	0	1330.45	0	-0.006	3	560	426	74	71.69	20768.9
vanjs	True	631	2.17	17211	5999	1	96.97	2.87	1023	105	1214.36	1398.33	1214.36	0.0001	0	100	100	100	90	18.48	124.6	41.53	0	1338.27	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1315	2.23	76585	29349	1	100	2.61	1022	105	1657.55	1853.13	1657.55	0.0001	0	99	100	100	90	17.59	114.5	19.92	0	1315.73	0	-0.001	11	677	217	57	686.46	10853.47
