framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1773.71	1900.03	1773.71	0.0002	32.4	98.4	100	100	90	13.13	29.9	9.97	0	1005.25	0	-0.016	3	444	299	68	83.56	13776.09
angular	True	14885	2.39	222256	67534	2	91.68	3.29	11581	271	1955.58	2486.16	1955.58	0.0001	27.8	96	100	100	90	14.41	29.9	5.82	0	990.61	0	-0.005	13	888	489	89	604.48	30872.93
jquery	True	1277	2.26	100009	34722	1	99.5	2.88	1626	119	1831.79	2022.09	1831.79	0.1459	0	92	100	99.2	90	13.68	24.9	8.3	0	988.48	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	809	2.21	60102	15752	1	98.82	3.82	1619	117	1559.8	1829.52	1559.8	0.055	1.4	99	96	100	90	13.06	39.9	13.3	0	977	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1215.62	1729.3	1215.62	0.0001	0	99.8	100	100	100	14.46	39.8	13.27	0	970.11	0	-0.003	4	321	234	67	154.88	17543.75
preact	True	788	2.18	27622	10088	1	100	2.74	1024	105	1359.17	1663.75	1359.17	0.0001	0	99.8	100	100	90	12.33	34.8	7.47	0	984.86	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1378	2.25	91158	34628	13	100	2.63	1633	118	1403.3	2127.56	1403.3	0.8091	0	79	96	100	90	12.58	69.8	23.27	0	979.33	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1407	2.31	158538	50256	1	100	3.15	1024	105	1947.35	2252.82	1947.35	0.0002	81.4	95.2	100	100	90	12.81	24.9	8.3	0	972.43	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1180	2.18	26458	9243	1	100	2.86	1640	117	1389.88	1543.22	1389.88	0.0001	0	99.6	100	100	90	14.2	69.7	23.23	0	970.38	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	3299	2.27	117668	38609	11	68.6	3.05	1036	105	1669.9	2059.53	1669.9	0	0	98.4	100	96	90	14.48	49.8	16.6	0	977.01	0	0.014	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.39	1557.06	1249.39	0.146	0	94	100	96	90	12.77	49.8	16.6	0	969.75	0	-0.02	3	560	426	74	71.69	20768.9
vanjs	True	702	2.17	17211	5999	1	96.97	2.87	1024	105	1212.33	1398.1	1212.33	0.0001	0	100	100	100	90	12.43	69.8	23.27	0	964.5	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1482	2.23	76585	29349	1	100	2.61	1669	117	1606.4	1865.99	1606.4	0.0001	0.2	99	100	100	90	12.88	39.8	13.27	0	975.59	0	-0.006	11	677	217	57	686.46	10853.47
