framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1762.57	2027.16	1762.57	0.0002	25.4	98.2	100	100	90	15.05	59.7	19.9	0	1387.45	0	-0.012	3	444	299	68	83.56	13776.09
angular	True	6471	2.32	158642	51430	1	100	3.08	5482	104	1963.02	2323.53	1963.02	0.0001	6.4	97	100	100	90	16.81	19.9	6.63	0	1351.57	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1377	2.17	11475	3814	1	100	3.01	2288	110	1209.35	1509.35	1209.35	0.0001	0	100	100	100	90	18.31	29.8	6.63	0	1328.06	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	923	2.19	32881	9964	1	98.43	3.3	1020	105	1545.17	1702.05	1545.17	0.0001	3	99	100	100	90	16.66	54.8	18.27	0	1326.27	0	-0.014	13	713	452	91	678.96	24340.98
jquery	True	1118	2.26	100009	34722	1	99.5	2.88	1032	108	1843.05	2016.88	1843.05	0.1459	0	92	100	99.2	90	18.73	49.8	9.13	0	1334.27	0	-0.01	3	481	287	45	87.4	18604.14
lit	True	728	2.21	59808	15719	1	98.81	3.8	1023	105	1546.41	1852.12	1546.41	0.055	1.2	99	96	100	90	14.56	69.7	23.23	0	1323.93	0	-0.009	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1214.18	1720.4	1214.18	0.0002	0	99.8	100	100	100	17.05	74.4	24.8	0	1328.11	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	1935	2.3	148231	46596	1	100	3.18	1021	105	2000.78	2263.47	2000.78	0.0002	0.4	97	100	100	90	18.52	44.8	14.93	0	1346.31	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	715	2.18	27622	10088	1	100	2.74	1023	105	1364.88	1674.12	1364.88	0.0001	0	99.2	100	100	90	15.17	59.7	19.9	0	1317.09	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1191	2.25	91158	34628	13	100	2.63	1033	107	1432.27	2125.15	1432.27	1.009	0	74	96	100	90	14.65	64.8	21.6	0	1318.56	0	-0.005	16	754	415	83	861.8	26425.59
react	True	1243	2.31	158538	50256	1	100	3.15	1022	105	1948.52	2253.28	1948.52	0.0001	69.4	95.4	100	100	90	17.96	44.8	14.93	0	1325.45	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1080	2.18	26458	9243	1	100	2.86	1023	105	1360.15	1545.32	1360.15	0.0001	0	99.6	100	100	90	18.54	64.7	21.57	0	1372.39	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	2861	2.27	117668	38612	11	68.6	3.05	1718	121	1672.52	2089.31	1672.52	0	0	98	100	96	90	19.01	49.7	16.57	0	1311.48	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1278.74	1549.52	1278.74	0.146	0	94	100	96	90	18.93	54.7	9.95	0	1319.24	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	622	2.17	17211	5999	1	96.97	2.87	1023	105	1214.12	1399.98	1214.12	0.0001	0	100	100	100	90	17.62	64.6	21.53	0	1319.2	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1318	2.23	76585	29349	1	100	2.61	1022	105	1605.15	1860.93	1605.15	0.0001	0	99	100	100	90	18.94	74.7	24.9	0	1316.71	0	-0.003	11	677	217	57	686.46	10853.47
