framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1762.93	2017.2	1762.93	0.0002	21.2	98.2	100	100	90	13.03	59.8	19.93	0	1001.54	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	13734	2.39	222256	67534	2	91.68	3.29	10913	264	1962.12	2480.18	1962.12	0.0001	21	96	100	100	90	14.67	49.8	9.13	0	982.55	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	1189	2.26	100009	34722	1	99.5	2.88	1597	118	1823.77	2020.95	1823.77	0.1459	0	92	100	99.2	90	12.57	94.6	31.53	0	977.29	0	-0.014	3	481	287	45	87.4	18604.14
lit	True	737	2.21	60102	15752	1	98.82	3.82	1620	119	1546.51	1851.86	1546.51	0.055	1.8	99	96	100	90	12.8	84.6	28.2	0	969.25	0	-0.002	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1282.66	1689.86	1282.66	0.0002	0	99.8	100	100	100	12.95	79.7	26.57	0	984.45	0	-0.008	4	321	234	67	154.88	17543.75
preact	True	731	2.18	27622	10088	1	100	2.74	1023	104	1360.74	1667.91	1360.74	0.0001	0	99.6	100	100	90	12.84	64.8	11.63	0	977.67	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1341	2.25	91158	34628	13	100	2.63	1609	117	1417.29	2124.41	1417.29	1.0107	0	74	96	100	90	13.29	84.8	28.27	0	986.8	0	-0.007	16	754	414	83	862.46	26425.59
react	True	1289	2.31	158538	50256	1	100	3.15	1023	105	1942.06	2247.19	1942.06	0.0001	241.4	92.4	100	100	90	14.61	64.8	21.6	0	986.22	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1107	2.18	26458	9243	1	100	2.86	1576	116	1389.71	1544.36	1389.71	0.0001	0	99.6	100	100	90	15.02	44.9	14.97	0	988.1	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	3061	2.27	117670	38615	11	68.6	3.05	1024	104	1669.23	2086.49	1669.23	0	1.8	98.2	100	96	90	12.4	94.6	31.53	0	974.05	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.2	1557.26	1249.2	0.146	0	94	100	96	90	14.38	44.9	14.97	0	976.46	0	-0.01	3	560	426	74	71.69	20768.9
vanjs	True	665	2.17	17211	5999	1	96.97	2.87	1024	104	1212.6	1396.9	1212.6	0.0001	0	100	100	100	90	14.71	44.9	14.97	0	982.45	0	0.001	3	743	388	76	74.17	22895.14
vue	True	1378	2.23	76585	29349	1	100	2.61	1585	117	1658.76	1853.33	1658.76	0.0001	0	99	100	100	90	14.41	99.6	33.2	0	976.29	0	-0.004	11	677	217	57	686.46	10853.47
