framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1763.98	2020.88	1763.98	0.0001	29.8	98.2	100	100	90	14.04	99.5	33.17	0	991.11	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	14562	2.39	222256	67534	2	91.68	3.29	11054	262	1955.82	2488.33	1955.82	0.0001	29.6	96	100	100	90	14.16	104.6	19.1	0	991.49	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1204	2.26	100009	34722	1	99.5	2.88	1641	119	1825.26	2022.89	1825.26	0.1459	0	92	100	99.2	90	14.45	94.5	31.5	0	984.11	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	752	2.21	59808	15719	1	98.81	3.8	1602	117	1547.85	1853.37	1547.85	0.055	6.4	99	96	100	90	14.31	104.6	34.87	0	973.2	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1284.62	1687	1284.62	0.0002	0	99.8	100	100	100	13.17	69.7	23.23	0	981.64	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	770	2.18	27622	10088	1	100	2.74	1024	104	1359.25	1633.87	1359.25	0.0001	0	99.6	100	100	90	13.31	84.6	28.2	0	976.74	0	-0.008	12	776	461	101	585.8	25344.18
qwik	True	1358	2.25	91158	34628	13	100	2.63	1619	118	1432.22	2123.85	1432.22	0.8056	0	79	96	100	90	14.4	59.7	19.9	0	987.91	0	-0.009	16	754	415	83	861.8	26425.59
react	True	1379	2.31	158538	50256	1	100	3.15	1024	107	1943.92	2248.98	1943.92	0.0002	55.4	96	100	100	90	13.09	84.6	28.2	0	984.33	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1144	2.18	26458	9243	1	100	2.86	1614	117	1359.62	1544.83	1359.62	0.0001	0	99.8	100	100	90	14.62	109.5	36.5	0	977.1	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3194	2.27	117668	38611	11	68.6	3.05	1034	104	1677.14	2103.71	1677.14	0	0	98	100	96	90	13.62	89.3	29.77	0	975.93	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1249.27	1552.76	1249.27	0.146	0	94	100	96	90	14.1	69.7	23.23	0	983.27	0	-0.013	3	560	426	74	71.69	20768.9
vanjs	True	670	2.17	17211	5999	1	96.97	2.87	1024	105	1213.32	1398.18	1213.32	0.0001	0	100	100	100	90	13.05	79.7	26.57	0	978.65	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1399	2.23	76585	29349	1	100	2.61	1617	118	1628.91	1853.77	1628.91	0.0001	0	99	100	100	90	13.91	119.5	39.83	0	982.57	0	-0.005	11	677	217	57	686.46	10853.47
