framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1762.55	2022	1762.55	0.0002	25.2	98.2	100	100	90	13.17	124.5	41.5	0	991.82	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	14217	2.39	222256	67534	2	91.68	3.29	10944	257	1953.95	2483.33	1953.95	0.0001	27.4	96	100	100	90	15.8	119.6	21.6	0	986.18	0	-0.006	13	888	489	89	604.48	30872.93
jquery	True	1216	2.26	100009	34722	1	99.5	2.88	1617	119	1821.23	2013.65	1821.23	0.1459	0	92	100	99.2	90	14.12	109.5	36.5	0	983.3	0	-0.013	3	481	287	45	87.4	18604.14
lit	True	753	2.21	60102	15752	1	98.82	3.82	1599	117	1546.96	1851.54	1546.96	0.055	3.6	99	96	100	90	13.36	109.6	36.53	0	989	0	-0.005	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1213.42	1689.66	1213.42	0.0002	0	100	100	100	100	13.69	119.5	39.83	0	975.21	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	766	2.18	27622	10088	1	100	2.74	1024	104	1364.7	1673.85	1364.7	0.0001	0	99	100	100	90	12.81	129.5	43.17	0	972.99	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1363	2.25	91158	34628	13	100	2.63	1598	117	1434.47	2129.1	1434.47	0.6038	0	83.8	96	100	90	14.16	89.7	29.9	0	998.52	0	-0.008	16	754	414	83	862.46	26425.59
react	True	1335	2.31	158538	50256	1	100	3.15	1023	105	1943.24	2248.35	1943.24	0.0002	42	96.4	100	100	90	14.02	109.5	36.5	0	990.6	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1129	2.18	26458	9243	1	100	2.86	1608	117	1383.88	1544.91	1383.88	0.0001	0	99.6	100	100	90	12.64	114.3	38.1	0	983.55	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3184	2.27	117670	38611	11	68.6	3.05	1025	104	1671.72	2119.76	1671.72	0	0.4	98	100	96	90	12.57	94.6	31.53	0	973.85	0	-0.009	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1247.87	1536.09	1247.87	0.1461	0	94	100	96	90	13	114.6	38.2	0	976.52	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	677	2.17	17211	5999	1	96.97	2.87	1025	104	1211.82	1396.12	1211.82	0.0001	0	100	100	100	90	17.02	119.5	39.83	0	977.56	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1383	2.23	76585	29349	1	100	2.61	1600	118	1630.18	1854.86	1630.18	0.0001	0	99	100	100	90	14.32	104.4	34.8	0	985.82	0	-0.007	11	677	217	57	686.46	10853.47
