framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1473.01	1897.06	1473.01	0.0003	19.8	99	100	100	90	16.78	94.7	31.57	0	1033.94	0	-0.018	3	444	299	68	83.56	13776.09
angular	True	6460	2.36	193581	61947	3	90.45	3.12	5507	104	1758.37	2283	1758.37	0.0001	7.4	97.2	100	100	90	13.55	74.8	24.93	0	1007.5	0	-0.01	13	859	484	89	616.31	29894.72
jquery	True	1112	2.26	100009	34722	1	99.5	2.88	1548	118	1828.07	2024.11	1828.07	0.1459	0	92	100	99.2	90	16.98	54.8	18.27	0	1019.93	0	-0.016	3	481	287	45	87.4	18604.14
lit	True	711	2.21	59808	15719	1	98.81	3.8	1568	117	1546.74	1852.81	1546.74	0.055	1.6	99	96	100	90	14.49	59.8	19.93	0	1006.92	0	-0.002	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	24.07	99.4	41.88	0	1005.28	39.8	-0.005	4	321	234	67	154.88	17543.75
preact	True	716	2.18	27622	10088	1	100	2.74	1025	104	1364.52	1645.28	1364.52	0.0001	0	99.6	100	100	90	18.6	74.7	24.9	0	1010.56	0	-0.009	12	776	461	101	585.8	25344.18
qwik	True	1214	2.25	91158	34628	13	100	2.63	1557	120	1386.62	2123.45	1386.62	1.0049	0	74	96	100	90	18.37	64.7	21.57	0	1014.92	0	-0.012	16	754	415	83	861.8	26425.59
react	True	1249	2.31	158538	50256	1	100	3.15	1024	105	1940.24	2244.65	1940.24	0.0002	75.8	95.4	100	100	90	18.71	59.7	10.78	0	1020.58	0	-0.012	13	762	438	90	634.69	24213.69
solid	True	1090	2.18	26458	9243	1	100	2.86	1557	118	1370.04	1554.86	1370.04	0.0001	0	99.6	100	100	90	18.37	49.8	16.6	0	1012.91	0	-0.008	12	786	458	98	581.44	26202.05
svelte	True	2877	2.27	117668	38611	11	68.6	3.05	1025	104	1669.67	2086.86	1669.67	0	0	98.2	100	96	90	18.31	59.8	19.93	0	1003.45	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.77	1538.89	1243.77	0.146	0	94	100	96	90	15.14	69.8	23.27	0	1017.41	0	-0.014	3	560	426	74	71.69	20768.9
vanjs	True	632	2.17	17211	5999	1	96.97	2.87	1023	104	1209.49	1392.43	1209.49	0.0001	0	100	100	100	90	17.05	49.6	16.53	0	991.05	0	0	3	743	388	76	74.17	22895.14
vue	True	1303	2.23	76585	29349	1	100	2.61	1561	117	1630.39	1856.38	1630.39	0.0001	0	99	100	100	90	17.9	84.7	28.23	0	1002.09	0	-0.008	11	677	217	57	686.46	10853.47
