framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1384.89	1920.11	1384.89	0.0003	20.1	99.2	100	100	90	14.45	39.8	13.27	0	1033.46	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	6474	2.36	194192	62372	3	90.48	3.11	5493	105	1759.97	2435.16	1759.97	0.0001	8.2	97	100	100	90	13.2	74.8	24.93	0	1010.13	0	-0.006	13	766	412	78	633.43	26739.26
astro	True	1374	2.17	11475	3814	1	100	3.01	2290	109	1209.74	1509.74	1209.74	0.0001	0	100	100	100	90	16.97	89.7	29.9	0	1010.29	0	-0.004	4	546	372	73	159.38	18153.98
jquery	True	1124	2.26	100009	34722	1	99.5	2.88	1031	107	1828.74	2016.91	1828.74	0.1459	0	92	100	99.2	90	17.8	64.8	21.6	0	1021.68	0	-0.011	3	481	287	45	87.4	18604.14
lit	True	723	2.21	59808	15719	1	98.81	3.8	1023	105	1545.88	1850.12	1545.88	0.055	0	99	96	100	90	12.71	64.8	21.6	0	1001.16	0	-0.007	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	19.5	119.4	44.37	0	1000.68	39.8	-0.005	4	321	234	67	154.88	17543.75
preact	True	718	2.18	27622	10088	1	100	2.74	1023	105	1366.04	1679.06	1366.04	0.0001	0	99.2	100	100	90	17.86	89.6	15.77	0	1013.93	0	-0.007	12	776	461	101	585.8	25344.18
qwik	True	1213	2.25	91158	34628	13	100	2.63	1031	107	1401.79	2124.05	1401.79	0.7874	0	79	96	100	90	12.62	64.8	21.6	0	1021.2	0	-0.01	16	754	415	83	861.8	26425.59
react	True	1254	2.31	158538	50256	1	100	3.15	1023	105	1939.9	2253.84	1939.9	0.0001	65.9	95.6	100	100	90	12.6	64.8	21.6	0	999.26	0	-0.013	13	762	438	90	634.69	24213.69
solid	True	1083	2.18	26458	9243	1	100	2.86	1023	105	1388.06	1541.39	1388.06	0.0001	0	99.8	100	100	90	13.64	64.5	21.5	0	1002.11	0	-0.009	12	786	458	98	581.44	26202.05
svelte	True	2906	2.27	117668	38611	11	68.6	3.05	1689	120	1668.07	2087.34	1668.07	0	0	98.2	100	96	90	14.71	49.8	16.6	0	989.97	0	0.01	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1272.88	1541.63	1272.88	0.146	0	94	100	96	90	13.76	69.8	23.27	0	1019.43	0	-0.015	3	560	426	74	71.69	20768.9
vanjs	True	625	2.17	17211	5999	1	96.97	2.87	1023	105	1213.58	1397.57	1213.58	0.0001	0	100	100	100	90	17.01	79.6	26.53	0	1011.86	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1289	2.23	76585	29349	1	100	2.61	1023	105	1658.79	1854.59	1658.79	0.0001	0	99	100	100	90	17.39	99.5	33.17	0	1017.35	0	-0.008	11	677	217	57	686.46	10853.47
