framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1370.6	1908.74	1370.6	0.0002	19	99.2	100	100	90	13.63	64.7	21.57	0	1077.52	0	-0.019	3	444	299	68	83.56	13776.09
angular	True	6364	2.36	186649	58506	1	90.1	3.19	5288	104	1653.57	2158.35	1653.57	0.0001	4.6	98	100	100	90	21.21	74.6	24.87	0	1066.6	0	-0.007	13	764	410	78	634.94	26701.75
astro	True	1368	2.17	11475	3814	1	100	3.01	2305	109	1209.94	1509.94	1209.94	0.0001	0	100	100	100	90	13.45	74.7	24.9	0	1077.64	0	-0.009	4	546	372	73	159.38	18153.98
geajs	True	933	2.19	32881	9964	1	98.43	3.3	1020	105	1514.66	1700.79	1514.66	0.0001	3.2	99	100	100	90	14.24	74.8	24.93	0	1069.27	0	-0.014	13	713	452	91	678.96	24340.98
jquery	True	1146	2.26	100009	34722	1	99.5	2.88	1033	107	1829.32	2019.68	1829.32	0.1459	0	92	100	99.2	90	11.93	64.7	21.57	0	1069.48	0	-0.015	3	481	287	45	87.4	18604.14
lit	True	731	2.21	59808	15719	1	98.81	3.8	1023	105	1550.09	1856.53	1550.09	0.055	1.8	99	96	100	90	13.26	64.8	21.6	0	1075.36	0	-0.003	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	22.73	114.5	50.18	0	1071.64	59.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	730	2.18	27622	10088	1	100	2.74	1022	105	1344.53	1653.59	1344.53	0.0001	0	99.6	100	100	90	14.07	84.8	14.97	0	1062.77	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1221	2.25	91158	34628	13	100	2.63	1031	107	1417.62	2125.78	1417.62	0.8013	0	79	96	100	90	14.58	79.8	26.6	0	1070.15	0	-0.003	16	754	415	83	861.8	26425.59
react	True	1239	2.31	158538	50256	1	100	3.15	1022	105	1938.77	2243.76	1938.77	0.0002	31.8	96.8	100	100	90	14.54	79.7	26.57	0	1065.46	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1093	2.18	26458	9243	1	100	2.86	1022	105	1358.5	1541.65	1358.5	0.0001	0	100	100	100	90	19.94	59.8	10.8	0	1080.5	0	-0.002	12	786	458	98	581.44	26202.05
svelte	True	2847	2.27	117668	38612	11	68.6	3.05	1685	121	1669.32	2116.56	1669.32	0	0	98	100	96	90	13.21	69.7	23.23	0	1044.57	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1278.25	1549.93	1278.25	0.146	0	94	100	96	90	14.17	79.7	26.57	0	1082.04	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	629	2.17	17211	5999	1	96.97	2.87	1023	105	1211.77	1396.86	1211.77	0.0001	0	100	100	100	90	15.17	54.8	18.27	0	1069.44	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1308	2.23	76585	29349	1	100	2.61	1022	105	1599.84	1854.77	1599.84	0.0001	0	99	100	100	90	14.22	64.8	21.6	0	1075.42	0	-0.006	11	677	217	57	686.46	10853.47
