framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1569.75	2025.67	1569.75	0.0002	25.4	98.6	100	100	90	14.72	79.6	17.43	0	992.91	0	0.01	3	444	299	68	83.56	13776.09
angular	True	14297	2.39	222256	67534	2	91.68	3.29	10906	255	1955.36	2483.84	1955.36	0.0001	25.8	96	100	100	90	14.15	59.8	19.93	0	1008.27	0	-0.007	13	888	489	89	604.48	30872.93
jquery	True	1209	2.26	100009	34722	1	99.5	2.88	1625	118	1825.34	2026.21	1825.34	0.1459	0	92	100	99.2	90	13.36	79.6	26.53	0	999.06	0	-0.016	3	481	287	45	87.4	18604.14
lit	True	759	2.21	60102	15752	1	98.82	3.82	1632	117	1540.79	1853.19	1540.79	0.055	1.6	99	96	100	90	14.35	114.5	38.17	0	991.05	0	-0.004	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1216.45	1693.28	1216.45	0.0001	0	100	100	100	100	13.38	114.5	38.17	0	985.59	0	-0.007	4	321	234	67	154.88	17543.75
preact	True	760	2.18	27622	10088	1	100	2.74	1025	104	1362.31	1638.46	1362.31	0.0001	0	99.8	100	100	90	14.44	59.7	10.78	0	996.81	0	-0.006	12	776	461	101	585.8	25344.18
qwik	True	1346	2.25	91158	34628	13	100	2.63	1622	117	1418.11	2126.51	1418.11	0.9929	0	74	96	100	90	13.65	84.7	28.23	0	993.91	0	-0.01	16	754	414	83	862.46	26425.59
react	True	1332	2.31	158538	50256	1	100	3.15	1023	105	1944.97	2250.56	1944.97	0.0001	53	96	100	100	90	13.25	69.7	23.23	0	1003.33	0	-0.014	13	762	438	90	634.69	24213.69
solid	True	1136	2.18	26458	9243	1	100	2.86	1615	118	1389.92	1543.58	1389.92	0.0001	0	99.8	100	100	90	14.33	54.7	18.23	0	989.31	0	-0.007	12	786	458	98	581.44	26202.05
svelte	True	3195	2.27	117668	38610	11	68.6	3.05	1024	104	1667.02	2066.05	1667.02	0	0	98.4	100	96	90	13.38	94.6	31.53	0	972.54	0	-0.005	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.27	1539.5	1243.27	0.146	0	94	100	96	90	14.6	54.7	18.23	0	998.7	0	-0.02	3	560	426	74	71.69	20768.9
vanjs	True	665	2.17	17211	5999	1	96.97	2.87	1025	104	1212.6	1395.7	1212.6	0.0001	0	100	100	100	90	13.2	59.8	19.93	0	987.5	0	-0.001	3	743	388	76	74.17	22895.14
vue	True	1407	2.23	76585	29349	1	100	2.61	1630	118	1658.26	1854.39	1658.26	0.0001	0	99	100	100	90	14.7	69.7	23.23	0	998.98	0	-0.007	11	677	217	57	686.46	10853.47
