framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1756.79	2016.61	1756.79	0.0002	25.2	98.2	100	100	90	18.29	124.5	41.5	0	1319.43	0	-0.013	3	444	299	68	83.56	13776.09
angular	True	6473	2.32	158642	51430	1	100	3.08	5291	104	1957.74	2314.61	1957.74	0.0001	6	97	100	100	90	14.9	129.1	22.35	0	1388.52	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1340	2.17	11475	3814	1	100	3.01	2289	109	1208.42	1508.42	1208.42	0	0	100	100	100	90	28.22	129.4	22.4	0	1319.69	0	0.004	4	546	372	73	159.38	18153.98
geajs	True	924	2.19	32881	9964	1	98.43	3.3	1020	105	1541.59	1697.39	1541.59	0.0001	1.8	99	100	100	90	19.68	84.6	28.2	0	1343.13	0	-0.01	13	713	452	91	678.96	24340.98
jquery	True	1116	2.26	100009	34722	1	99.5	2.88	1033	107	1837.89	2017.53	1837.89	0.1459	0	92	100	99.2	90	18.98	124.5	21.58	0	1361.14	0	-0.008	3	481	287	45	87.4	18604.14
lit	True	710	2.21	59808	15719	1	98.81	3.8	1022	104	1550.68	1856.71	1550.68	0.055	2.2	99	96	100	90	15.54	114.4	38.13	0	1329.86	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	0	0	0	0	0	0	0	0	0	25.07	164.3	48.51	0	1306.94	34.8	-0.001	4	321	234	67	154.88	17543.75
preact	True	714	2.18	27622	10088	1	100	2.74	1022	105	1359.1	1663.66	1359.1	0.0001	0	99.8	100	100	90	17.21	39.8	7.47	0	1306.11	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1202	2.25	91158	34628	13	100	2.63	1029	106	1416.08	2122.78	1416.08	0.7957	0	79	96	100	90	18.79	119.6	39.87	0	1313.07	0	-0.004	16	754	415	83	861.8	26425.59
react	True	1247	2.31	158538	50256	1	100	3.15	1023	105	1938.45	2242.48	1938.45	0.0001	28.9	96.8	100	100	90	14.83	109.5	36.5	0	1312.89	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	1071	2.18	26458	9243	1	100	2.86	1022	104	1390	1544.2	1390	0.0001	0	99.6	100	100	90	13.54	149.5	49.83	0	1349.99	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2839	2.27	117670	38615	11	68.6	3.05	1687	120	1638.15	2155.55	1638.15	0	0	98	100	96	90	18.99	144.3	48.1	0	1305.25	0	-0.002	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1243.71	1530.35	1243.71	0.146	0	94	100	96	90	18.01	114.5	38.17	0	1315.14	0	-0.012	3	560	426	74	71.69	20768.9
vanjs	True	614	2.17	17211	5999	1	96.97	2.87	1023	104	1213.59	1398.19	1213.59	0.0001	0	100	100	100	90	15.07	124.4	41.47	0	1305.86	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1298	2.23	76585	29349	1	100	2.61	1023	104	1660.01	1857.02	1660.01	0.0001	0	99	100	100	90	14.49	124.4	41.47	0	1312.43	0	-0.003	11	677	217	57	686.46	10853.47
