framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1753.81	2007.37	1753.81	0.0001	8.6	98.2	100	100	90	14.11	30	10	0	997.77	0	-0.017	3	444	299	68	83.56	13776.09
angular	True	11543	2.39	222256	67534	2	91.68	3.29	8570	213	1954.44	2463.86	1954.44	0.0001	7.2	96	100	100	90	18.39	54.8	9.97	0	1004.4	0	-0.004	13	888	489	89	604.48	30872.93
jquery	True	966	2.26	100009	34722	1	99.5	2.88	1476	115	1831.73	2028.7	1831.73	0.1459	0	92	100	99.2	90	17.29	94.7	46.5	0	1006.65	24.9	-0.011	3	481	287	45	87.4	18604.14
lit	True	604	2.21	60102	15752	1	98.82	3.82	1483	115	1539.01	1843.52	1539.01	0.055	0	99	96	100	90	18.79	69.7	23.23	0	1000.96	0	-0.003	8	1310	955	84	246.73	46709.68
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1208.09	1761.24	1208.09	0.0001	0	99.8	100	100	100	21.8	54.7	18.23	0	987.44	0	-0.004	4	321	234	67	154.88	17543.75
preact	True	606	2.18	27622	10088	1	100	2.74	1019	104	1360.49	1668.53	1360.49	0.0001	0	99.6	100	100	90	12.75	29.9	11.63	0	999.84	0	-0.005	12	776	461	101	585.8	25344.18
qwik	True	1067	2.25	91158	34628	13	100	2.63	1487	112	1431.87	2122.84	1431.87	0.8012	0.14	79	96	100	90	15.25	59.8	19.93	0	1007.21	0	-0.005	16	754	414	83	862.46	26425.59
react	True	1063	2.31	158538	50256	1	100	3.15	1018	104	1957.83	2261.74	1957.83	0.0001	0	97	100	100	90	14.54	25	8.33	0	997.45	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	913	2.18	26458	9243	1	100	2.86	1495	113	1383.58	1552.17	1383.58	0.0001	0	99.6	100	100	90	14.64	35	11.67	0	993.54	0	-0.005	12	786	458	98	581.44	26202.05
svelte	True	2529	2.27	117670	38610	11	68.6	3.05	1021	104	1663.31	2083.13	1663.31	0	0	98.2	100	96	90	13.38	54.8	18.27	0	983.36	0	-0.004	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1236.01	1518.94	1236.01	0.146	0	94	100	96	90	14.62	20	6.67	0	987.36	0	-0.018	3	560	426	74	71.69	20768.9
vanjs	True	543	2.17	17211	5999	1	96.97	2.87	1018	104	1208.65	1383.98	1208.65	0.0001	0	100	100	100	90	15.19	5	1.67	0	994.09	0	0.005	3	743	388	76	74.17	22895.14
vue	True	1116	2.23	76585	29349	1	100	2.61	1474	114	1656.45	1842.28	1656.45	0.0001	0	99	100	100	90	14.62	0	0	0	984.5	0	-0.005	11	677	217	57	686.46	10853.47
