framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1863.95	2019.6	1863.95	0.0002	26.8	98	100	100	90	16.43	64.5	21.5	0	1326.73	0	-0.014	3	444	299	68	83.56	13776.09
angular	True	6729	2.32	158642	51430	1	100	3.08	5686	105	1957.62	2315.62	1957.62	0.0001	10.4	97	100	100	90	21.39	69.7	12.45	0	1389.54	0	-0.003	13	764	424	88	631.62	27036.12
astro	True	1407	2.17	11475	3814	1	100	3.01	2316	110	1153.89	1513.89	1153.89	0.0001	0	100	100	100	90	15.71	19.9	6.63	0	1368.41	0	-0.002	4	546	372	73	159.38	18153.98
geajs	True	971	2.19	32881	9964	1	98.43	3.3	1022	106	1516.33	1703.6	1516.33	0.0001	11.2	99	100	100	90	12.93	44.8	14.93	0	1343.19	0	-0.011	13	713	452	91	678.96	24340.98
jquery	True	1184	2.26	100009	34722	1	99.5	2.88	1033	108	1837.35	2020.02	1837.35	0.1459	0	92	100	99.2	90	17.23	79.7	14.12	0	1324.41	0	-0.009	3	481	287	45	87.4	18604.14
lit	True	750	2.21	59808	15719	1	98.81	3.8	1023	105	1556.03	1823.26	1556.03	0.055	0.8	99	96	100	90	16.09	39.9	13.3	0	1308.73	0	-0.001	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1212.49	1742.31	1212.49	0.0002	0	99.8	100	100	100	16.76	79.7	14.12	0	1330.61	0	-0.004	4	321	234	67	154.88	17543.75
octane	True	2084	2.3	148231	46596	1	100	3.18	1022	105	1970.18	2266.18	1970.18	0.0002	0	97	100	100	90	17.26	39.8	7.47	0	1335.9	0	-0.007	12	741	421	89	579.82	24098.68
preact	True	771	2.18	27622	10088	1	100	2.74	1022	105	1361.07	1668.5	1361.07	0.0001	0	99.8	100	100	90	18.84	89.6	29.87	0	1328.25	0	-0.003	12	776	461	101	585.8	25344.18
qwik	True	1246	2.25	91158	34628	13	100	2.63	1034	107	1432.89	2128.21	1432.89	0.8073	0	79	96	100	90	16.73	99.3	33.1	0	1333.62	0	-0.006	16	754	415	83	861.8	26425.59
react	True	1302	2.31	158538	50256	1	100	3.15	1024	106	1955.25	2269.28	1955.25	0.0002	68.1	95.4	100	100	90	15.73	54.8	18.27	0	1326.95	0	-0.005	13	762	438	90	634.69	24213.69
solid	True	1128	2.18	26458	9243	1	100	2.86	1023	105	1391.61	1546.81	1391.61	0.0001	0	99.4	100	100	90	18.52	39.9	16.63	0	1319.46	14.9	0	12	786	458	98	581.44	26202.05
svelte	True	2979	2.27	117670	38612	11	68.6	3.05	1750	121	1679.15	2108.57	1679.15	0	0	98	100	96	90	16.99	84.5	28.17	0	1329.84	0	-0.003	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1248.63	1550.37	1248.63	0.146	0	94	100	96	90	18.67	54.7	18.23	0	1312.82	0	-0.008	3	560	426	74	71.69	20768.9
vanjs	True	653	2.17	17211	5999	1	96.97	2.87	1024	105	1212.63	1399.15	1212.63	0.0001	0	100	100	100	90	17.86	119.4	39.8	0	1323.98	0	0.002	3	743	388	76	74.17	22895.14
vue	True	1352	2.23	76585	29349	1	100	2.61	1023	105	1663.16	1862.93	1663.16	0.0001	0	99	100	100	90	16.64	69.7	23.23	0	1315.37	0	-0.004	11	677	217	57	686.46	10853.47
