framework	build_time_success	build_time_ms	output_size_mb	total_size	total_gzipped	file_count	js_percentage	compression_ratio	startup_time_ms	hmr_avg_time_ms	fcp	lcp	speed_index	cls	tbt	performance	accessibility	best_practices	seo	memory_delta	peak_cpu	average_cpu	heap_delta	memory	cpu	mem_efficiency	files_count	physical_lines	logical_lines	cyclomatic_complexity	maintainability_index	halstead_volume
alpine	True	0	0	16446	5162	3	93.34	3.19	0	0	1363.58	1880.27	1363.58	0.0002	82.6	97.2	100	100	90	32.84	20	6.67	0	1389.39	0	-0.008	3	444	299	68	83.56	13776.09
angular	True	4180	2.32	158642	51430	1	100	3.08	3645	103	1957.61	2340.61	1957.61	0.0001	37	96.2	100	100	90	30.8	45	20	0	1393.39	49.9	0.002	13	764	424	88	631.62	27036.12
astro	True	853	2.17	11475	3814	1	100	3.01	1461	108	1206.38	1506.38	1206.38	0	0	100	100	100	90	28.29	89.9	17.48	0	1387.47	0	0	4	546	372	73	159.38	18153.98
geajs	True	596	2.19	32881	9964	1	98.43	3.3	1016	105	1532.97	1686.45	1532.97	0.0001	0	99	100	100	90	18.04	20	11.67	0	1379.43	0	-0.009	13	713	452	91	678.96	24340.98
jquery	True	733	2.26	100009	34722	1	99.5	2.88	1022	105	1814.49	2008.04	1814.49	0.1459	0	92	100	99.2	90	19.44	20	6.67	0	1368.82	0	-0.005	3	481	287	45	87.4	18604.14
lit	True	458	2.21	59808	15719	1	98.81	3.8	1018	104	1571.59	1892.28	1571.59	0.055	0	98.8	96	100	90	18.12	20	4.17	0	1376.6	0	0	8	1300	955	84	247.45	45970.31
lume-js	True	0	0	16495	5574	4	95.37	2.96	0	0	1179.29	1683.47	1179.29	0.0002	0	100	100	100	100	26.96	79.8	31.6	0	1364.48	20	0	4	321	234	67	154.88	17543.75
octane	True	1358	2.3	148231	46596	1	100	3.18	1016	104	1988.25	2261.18	1988.25	0	0	97	100	100	90	18.09	15	5	0	1368.69	0	-0.005	12	741	421	89	579.82	24098.68
preact	True	447	2.18	27622	10088	1	100	2.74	1015	104	1356.02	1659.03	1356.02	0.0001	0	100	100	100	90	29.84	89.9	33.3	0	1394.87	25	-0.002	12	776	461	101	585.8	25344.18
qwik	True	765	2.25	91158	34628	13	100	2.63	1022	105	1400.35	2117.69	1400.35	1.0122	9.03	74	96	100	90	18.62	10	3.33	0	1373.14	0	-0.004	16	754	415	83	861.8	26425.59
react	True	817	2.31	158538	50256	1	100	3.15	1017	105	1980.35	2260.43	1980.35	0.0001	13.4	96.8	100	100	90	41.92	15	5	0	1380.91	0	-0.006	13	762	438	90	634.69	24213.69
solid	True	673	2.18	26458	9243	1	100	2.86	1015	104	1384.04	1538.36	1384.04	0.0001	0	100	100	100	90	29.44	40	7.5	0	1322.04	0	-0.003	12	786	458	98	581.44	26202.05
svelte	True	1818	2.27	117670	38609	11	68.6	3.05	1310	113	1661.71	2125.07	1661.71	0	80.21	96.8	100	96	90	24.82	20	8.33	0	1323.27	10	0.018	12	797	405	101	690.76	16137.4
vanilla	True	0	0	20806	5480	3	100	3.8	0	0	1235.63	1524.71	1235.63	0.146	0	94	100	96	90	18.62	25	8.33	0	1371.86	0	-0.007	3	560	426	74	71.69	20768.9
vanjs	True	399	2.17	17211	5999	1	96.97	2.87	1018	104	1207.59	1383.58	1207.59	0.0001	0	100	100	100	90	22.88	25	11.67	0	1360.61	10	0.005	3	743	388	76	74.17	22895.14
vue	True	825	2.23	76585	29349	1	100	2.61	1016	104	1656.85	1840.87	1656.85	0.0001	0	99	100	100	90	16.5	30	10	0	1353.71	0	-0.005	11	677	217	57	686.46	10853.47
